0.001, 476.455
0.00105, 475.048
0.0011025, 476.454
0.00115763, 474.738
0.00121551, 476.066
0.00127628, 475.361
0.0013401, 475.302
0.0014071, 475.717
0.00147746, 477.411
0.00155133, 478.002
0.00162889, 475.905
0.00171034, 477.535
0.00179586, 477.278
0.00188565, 475.817
0.00197993, 475.853
0.00207893, 476.95
0.00218287, 477.13
0.00229202, 477.226
0.00240662, 477.811
0.00252695, 477.993
0.0026533, 478.821
0.00278596, 477.786
0.00292526, 479.095
0.00307152, 478.892
0.0032251, 479.62
0.00338635, 476.959
0.00355567, 478.869
0.00373346, 479.924
0.00392013, 480.466
0.00411614, 478.448
0.00432194, 478.621
0.00453804, 480.977
0.00476494, 480.729
0.00500319, 480.155
0.00525335, 481.716
0.00551602, 481.488
0.00579182, 481.17
0.00608141, 482.413
0.00638548, 483.816
0.00670475, 483.504
0.00703999, 483.359
0.00739199, 483.562
0.00776159, 484.433
0.00814967, 486.118
0.00855715, 485.849
0.00898501, 487.99
0.00943426, 487.222
0.00990597, 487.922
0.0104013, 488.27
0.0109213, 490.678
0.0114674, 491.647
0.0120408, 490.083
0.0126428, 493.97
0.0132749, 493.051
0.0139387, 492.207
0.0146356, 495.475
0.0153674, 497.027
0.0161358, 496.243
0.0169426, 498.817
0.0177897, 498.994
0.0186792, 500.924
0.0196131, 501.845
0.0205938, 504.669
0.0216235, 506.293
0.0227047, 507.796
0.0238399, 508.854
0.0250319, 509.81
0.0262835, 512.78
0.0275977, 513.037
0.0289775, 517.817
0.0304264, 519.794
0.0319477, 522.191
0.0335451, 525.003
0.0352224, 528.092
0.0369835, 529.776
0.0388327, 532.378
0.0407743, 536.684
0.042813, 539.611
0.0449537, 544.14
0.0472014, 547.989
0.0495614, 553.026
0.0520395, 557.674
0.0546415, 562.639
0.0573736, 569.829
0.0602422, 574.079
0.0632544, 580.523
0.0664171, 586.026
0.0697379, 593.562
0.0732248, 602.843
0.0768861, 610.613
0.0807304, 618.803
0.0847669, 625.257
0.0890052, 639.703
0.0934555, 652.196
0.0981283, 662.982
0.103035, 675.707
0.108186, 690.897
0.113596, 706.796
0.119276, 723.006
0.125239, 744.389
0.131501, 764.264
0.138076, 786.521
0.14498, 807.906
0.152229, 835.403
0.159841, 872.611
0.167833, 906.938
0.176224, 944.149
0.185035, 991.57
0.194287, 1033.92
0.204002, 1098.91
0.214202, 1147.67
0.224912, 1227.37
0.236157, 1311.52
0.247965, 1403.1
0.260363, 1505.99
0.273382, 1623.92
0.287051, 1766.24
0.301403, 1903.91
0.316473, 2090.16
0.332297, 2244.86
0.348912, 2417.21
0.366358, 2615.72
0.384675, 2746.34
0.403909, 2862.08
0.424105, 2951.54
0.44531, 3019.33
0.467575, 3029.73
0.490954, 3046.75
0.515502, 3098.73
0.541277, 3094.25
0.568341, 3124.25
0.596758, 3125.65
0.626596, 3147.74
0.657926, 3160.86
0.690822, 3152.05
0.725363, 3148.62
0.761631, 3140.19
0.799713, 3193.8
0.839698, 3199.43
0.881683, 3192.67
0.925767, 3191.09
0.972056, 3173.67
1.02066, 3193.53
1.07169, 3206.01
1.12528, 3211.33
1.18154, 3210.22
1.24062, 3215.14
1.30265, 3219.67
1.36778, 3224.22
1.43617, 3201.5
1.50798, 3233.81
1.58338, 3226.35
1.66255, 3229.2
1.74567, 3226.3
1.83296, 3254.29
1.9246, 3247.97
2.02083, 3220.34
2.12188, 3251.48
2.22797, 3235.73
2.33937, 3249.25
2.45634, 3208.63
2.57915, 3228.87
2.70811, 3235.88
2.84352, 3229.11
2.98569, 3220.23
3.13498, 3223.71
3.29173, 3241.12
3.45631, 3217.74
3.62913, 3219.18
3.81058, 3227.66
4.00111, 3238.48
4.20117, 3246.98
4.41123, 3228.54
4.63179, 3228.73
4.86338, 3210.12
5.10655, 3254.86
5.36187, 3237.01
5.62997, 3227.99
5.91147, 3255.12
6.20704, 3220.08
6.51739, 3220.66
6.84326, 3237.66
7.18542, 3231.17
7.5447, 3224.11
7.92193, 3225.39
8.31803, 3235.3
8.73393, 3226.21
9.17062, 3222.97
9.62916, 3236.29
10.1106, 3234.14
10.6161, 3261.17
11.147, 3228.55
11.7043, 3220.42
12.2895, 3230.21
12.904, 3219.07
13.5492, 3222.25
14.2266, 3231.45
14.938, 3240.1
15.6849, 3242.85
16.4691, 3226.12
17.2926, 3217.62
18.1572, 3239.4
19.0651, 3233.77
20.0183, 3221.31
21.0192, 3219.33
22.0702, 3230.12
23.1737, 3230.89
24.3324, 3223.25
25.549, 3215.25
26.8265, 3226.36
28.1678, 3230.83
29.5762, 3245.33
31.055, 3228.08
32.6077, 3219.39
34.2381, 3240.97
35.95, 3225.91
37.7475, 3250.99
39.6349, 3225.82
41.6167, 3250.01
43.6975, 3221.32
45.8824, 3230.59
48.1765, 3212.24
50.5853, 3232.71
53.1146, 3239.89
55.7703, 3231.62
58.5588, 3218.17
61.4868, 3233.43
64.5611, 3223.25
67.7891, 3238.13
71.1786, 3206.16
74.7375, 3244.67
78.4744, 3218.02
82.3981, 3226.43
86.518, 3211.43
90.8439, 3239.38
95.3861, 3219.91
100.155, 3215.09
105.163, 3238.92
110.421, 3249.46
115.942, 3212.38
121.74, 3218.74
127.827, 3226.12
134.218, 3239.22
140.929, 3220.18
147.975, 3211.23
155.374, 3252.04
163.143, 3233.04
171.3, 3212.73
179.865, 3225.28
188.858, 3205.51
198.301, 3242.07
208.216, 3229.39
218.627, 3233.74
229.558, 3242.53
241.036, 3261.06
253.088, 3226.62
265.742, 3202.47
279.029, 3226.16
292.981, 3242.35
307.63, 3215.56
323.011, 3222.65
339.162, 3234.13
356.12, 3236.8
373.926, 3229.8
392.622, 3206.79
412.253, 3210.39
432.866, 3239.46
454.509, 3223.01
477.235, 3241.02
501.097, 3231.26
526.151, 3232.67
552.459, 3212.02
580.082, 3217.8
609.086, 3236.68
639.54, 3228.22
671.517, 3226.51
705.093, 3234.99
740.348, 3244.74
777.365, 3210.25
816.234, 3205.36
857.045, 3205.11
899.897, 3223.37
944.892, 3219.27
992.137, 3238.43
1041.74, 3209.61
1093.83, 3200.02
1148.52, 3241.85
1205.95, 3240.58
1266.25, 3217.3
1329.56, 3223.9